Company Name,Company Rating,Company Review,Sector,Salary,About Company,Links
Spun Micro Processing,3.7,(136),Auto Components | Gurgaon / Gurugram +9 other locations,567,Auto Components | Gurgaon / Gurugram +9 other locations,https://www.ambitionbox.com/overview/Spun Micro Processing-overview
Batra Hospital,3.8,(137),Healthcare | New Delhi +6 other locations,509,Healthcare | New Delhi +6 other locations,https://www.ambitionbox.com/overview/Batra Hospital-overview
Prabha Engineering,3.7,(138),Auto Components | Pune +15 other locations,737,Auto Components | Pune +15 other locations,https://www.ambitionbox.com/overview/Prabha Engineering-overview
Gokul Agro Resources,3.7,(139),FMCG | Gandhidham +14 other locations,764,FMCG | Gandhidham +14 other locations,https://www.ambitionbox.com/overview/Gokul Agro Resources-overview
Kemwell Biopharma,3.6,(137),Biotechnology | Bangalore / Bengaluru +4 other locations,610,Biotechnology | Bangalore / Bengaluru +4 other locations,https://www.ambitionbox.com/overview/Kemwell Biopharma-overview
Ford Motor Credit Company,4.1,(137),Financial Services | Chennai +14 other locations,694,Financial Services | Chennai +14 other locations,https://www.ambitionbox.com/overview/Ford Motor Credit Company-overview
Demech Chemical Products,4.7,(136),Chemicals | Pune +24 other locations,329,Chemicals | Pune +24 other locations,https://www.ambitionbox.com/overview/Demech Chemical Products-overview
WWICS Group,3.3,(137),Travel & Tourism | Chandigarh +18 other locations,405,Travel & Tourism | Chandigarh +18 other locations,https://www.ambitionbox.com/overview/WWICS Group-overview
Million Minds Management Services,3.7,(137),Recruitment | New Delhi +38 other locations,492,Recruitment | New Delhi +38 other locations,https://www.ambitionbox.com/overview/Million Minds Management Services-overview
CI Infotech,3.6,(137),IT Services & Consulting | New Delhi +11 other locations,646,IT Services & Consulting | New Delhi +11 other locations,https://www.ambitionbox.com/overview/CI Infotech-overview
Cytecare Cancer Hospital,4.6,(146),Healthcare | Bangalore / Bengaluru +2 other locations,427,Healthcare | Bangalore / Bengaluru +2 other locations,https://www.ambitionbox.com/overview/Cytecare Cancer Hospital-overview
Skechers South Asia,4.2,(136),Retail | Mumbai +31 other locations,599,Retail | Mumbai +31 other locations,https://www.ambitionbox.com/overview/Skechers South Asia-overview
KEM Hospital,4.0,(137),Healthcare | Pune +3 other locations,544,Healthcare | Pune +3 other locations,https://www.ambitionbox.com/overview/KEM Hospital-overview
MSV International,3.9,(139),Engineering & Construction | Gurgaon / Gurugram +50 other locations,458,Engineering & Construction | Gurgaon / Gurugram +50 other locations,https://www.ambitionbox.com/overview/MSV International-overview
Proziod Analytics,3.8,(136),IT Services & Consulting | Bangalore / Bengaluru +3 other locations,381,IT Services & Consulting | Bangalore / Bengaluru +3 other locations,https://www.ambitionbox.com/overview/Proziod Analytics-overview
Vignesh Polymers,3.3,(137),Auto Components | Chennai +12 other locations,837,Auto Components | Chennai +12 other locations,https://www.ambitionbox.com/overview/Vignesh Polymers-overview
Exim Logistics,4.4,(137),Logistics | Bhubaneswar +18 other locations,267,Logistics | Bhubaneswar +18 other locations,https://www.ambitionbox.com/overview/Exim Logistics-overview
Edujobs Academy,3.6,(139),Education & Training | Kolkata +25 other locations,299,Education & Training | Kolkata +25 other locations,https://www.ambitionbox.com/overview/Edujobs Academy-overview
Ananda Dairy,3.9,(137),Agriculture | Noida +28 other locations,497,Agriculture | Noida +28 other locations,https://www.ambitionbox.com/overview/Ananda Dairy-overview
Enova Facilities Management LLC,4.1,(138),Facility Management Services | Dubai +13 other locations,240,Facility Management Services | Dubai +13 other locations,https://www.ambitionbox.com/overview/Enova Facilities Management LLC-overview
Shree Maruti Courier Service,3.8,(139),Logistics | Ahmedabad +41 other locations,721,Logistics | Ahmedabad +41 other locations,https://www.ambitionbox.com/overview/Shree Maruti Courier Service-overview
Kamal Fincap,4.0,(136),Financial Services | Kota +70 other locations,319,Financial Services | Kota +70 other locations,https://www.ambitionbox.com/overview/Kamal Fincap-overview
Fairfield Inn by Marriott,4.1,(137),Hyderabad / Secunderabad +22 other locations,297,Hyderabad / Secunderabad +22 other locations,https://www.ambitionbox.com/overview/Fairfield Inn by Marriott-overview
Khadi Natural Healthcare,4.0,(137),Fitness & Wellness | New Delhi +8 other locations,315,Fitness & Wellness | New Delhi +8 other locations,https://www.ambitionbox.com/overview/Khadi Natural Healthcare-overview
Satec Envir Engineering (I),4.0,(136),Engineering & Construction | Mumbai +5 other locations,340,Engineering & Construction | Mumbai +5 other locations,https://www.ambitionbox.com/overview/Satec Envir Engineering (I)-overview
Kanerika Software,4.5,(137),IT Services & Consulting | Hyderabad / Secunderabad +5 other locations,433,IT Services & Consulting | Hyderabad / Secunderabad +5 other locations,https://www.ambitionbox.com/overview/Kanerika Software-overview
Exponentia.ai,4.2,(134),Emerging Technologies | Mumbai +5 other locations,655,Emerging Technologies | Mumbai +5 other locations,https://www.ambitionbox.com/overview/Exponentia.ai-overview
Sitics Logistic Solutions,3.2,(137),Financial Services | Palakkad +45 other locations,577,Financial Services | Palakkad +45 other locations,https://www.ambitionbox.com/overview/Sitics Logistic Solutions-overview
Anabeeb,4.0,(138),Oil & Gas | Al Jubail +11 other locations,340,Oil & Gas | Al Jubail +11 other locations,https://www.ambitionbox.com/overview/Anabeeb-overview
Global Consumer Products,4.1,(136),FMCG | Bangalore / Bengaluru +35 other locations,390,FMCG | Bangalore / Bengaluru +35 other locations,https://www.ambitionbox.com/overview/Global Consumer Products-overview
Reliance Group,4.2,(137),Other | Mumbai +38 other locations,608,Other | Mumbai +38 other locations,https://www.ambitionbox.com/overview/Reliance Group-overview
FutureSoft India,3.9,(139),Software Product | New Delhi +11 other locations,517,Software Product | New Delhi +11 other locations,https://www.ambitionbox.com/overview/FutureSoft India-overview
Goodricke Group,4.2,(139),Food Processing | Kolkata +32 other locations,461,Food Processing | Kolkata +32 other locations,https://www.ambitionbox.com/overview/Goodricke Group-overview
XSEED Education,2.9,(136),EdTech | Bangalore / Bengaluru +21 other locations,518,EdTech | Bangalore / Bengaluru +21 other locations,https://www.ambitionbox.com/overview/XSEED Education-overview
Annet Technologies,3.7,(137),Software Product | Mumbai +6 other locations,697,Software Product | Mumbai +6 other locations,https://www.ambitionbox.com/overview/Annet Technologies-overview
Technofab Engineering,4.0,(136),Oil & Gas | Faridabad +21 other locations,459,Oil & Gas | Faridabad +21 other locations,https://www.ambitionbox.com/overview/Technofab Engineering-overview
CCS Computers,3.8,(138),IT Services & Consulting | New Delhi +22 other locations,679,IT Services & Consulting | New Delhi +22 other locations,https://www.ambitionbox.com/overview/CCS Computers-overview
Cooper-Standard Automotive,4.1,(137),Auto Components | Chennai +12 other locations,733,Auto Components | Chennai +12 other locations,https://www.ambitionbox.com/overview/Cooper-Standard Automotive-overview
Java R & D,2.9,(136),IT Services & Consulting | Bhopal +6 other locations,636,IT Services & Consulting | Bhopal +6 other locations,https://www.ambitionbox.com/overview/Java R & D-overview
PhableCare,2.7,(136),Internet | Bangalore / Bengaluru +7 other locations,833,Internet | Bangalore / Bengaluru +7 other locations,https://www.ambitionbox.com/overview/PhableCare-overview
ETV Bharat,3.9,(136),Broadcasting | Hyderabad / Secunderabad +4 other locations,479,Broadcasting | Hyderabad / Secunderabad +4 other locations,https://www.ambitionbox.com/overview/ETV Bharat-overview
Arvind Smartspaces Limited,3.5,(137),Real Estate | Ahmedabad +5 other locations,550,Real Estate | Ahmedabad +5 other locations,https://www.ambitionbox.com/overview/Arvind Smartspaces Limited-overview
Sterling Manufacturing Company,4.1,(136),Gurgaon / Gurugram +30 other locations,73,Gurgaon / Gurugram +30 other locations,https://www.ambitionbox.com/overview/Sterling Manufacturing Company-overview
TruBridge Healthcare Private Limited,3.6,(137),Analytics & KPO | Mumbai +5 other locations,371,Analytics & KPO | Mumbai +5 other locations,https://www.ambitionbox.com/overview/TruBridge Healthcare Private Limited-overview
Magnit Global,3.4,(136),Software Product | Vadodara +5 other locations,454,Software Product | Vadodara +5 other locations,https://www.ambitionbox.com/overview/Magnit Global-overview
Msc Cruises,4.4,(137),Ports & Shipping | Mumbai +10 other locations,293,Ports & Shipping | Mumbai +10 other locations,https://www.ambitionbox.com/overview/Msc Cruises-overview
DDB Mudra Group,3.6,(137),Marketing & Advertising | Mumbai +24 other locations,855,Marketing & Advertising | Mumbai +24 other locations,https://www.ambitionbox.com/overview/DDB Mudra Group-overview
Sri Ramachandra University,4.3,(137),Education & Training | Chennai +6 other locations,524,Education & Training | Chennai +6 other locations,https://www.ambitionbox.com/overview/Sri Ramachandra University-overview
Willowood Chemicals,4.1,(136),Agro Chemicals | Vadodara +36 other locations,450,Agro Chemicals | Vadodara +36 other locations,https://www.ambitionbox.com/overview/Willowood Chemicals-overview
Enlist Management Consultants,3.3,(137),Recruitment | New Delhi +16 other locations,562,Recruitment | New Delhi +16 other locations,https://www.ambitionbox.com/overview/Enlist Management Consultants-overview
B M Birla Heart Research Centre,3.8,(136),Healthcare | Kolkata +5 other locations,399,Healthcare | Kolkata +5 other locations,https://www.ambitionbox.com/overview/B M Birla Heart Research Centre-overview
Timezone Entertainment,3.7,(137),Events | Mumbai +28 other locations,432,Events | Mumbai +28 other locations,https://www.ambitionbox.com/overview/Timezone Entertainment-overview
Zydus Pharma,3.8,(140),Pharma | Ahmedabad +31 other locations,593,Pharma | Ahmedabad +31 other locations,https://www.ambitionbox.com/overview/Zydus Pharma-overview
IPL Biologicals,3.8,(139),Agriculture | Gurgaon / Gurugram +24 other locations,519,Agriculture | Gurgaon / Gurugram +24 other locations,https://www.ambitionbox.com/overview/IPL Biologicals-overview
Vibracoustic,3.7,(137),Automobile | Noida +11 other locations,546,Automobile | Noida +11 other locations,https://www.ambitionbox.com/overview/Vibracoustic-overview
Pentagon System and Services,3.8,(137),IT Services & Consulting | Mumbai +15 other locations,752,IT Services & Consulting | Mumbai +15 other locations,https://www.ambitionbox.com/overview/Pentagon System and Services-overview
Brickwork Ratings,3.6,(137),Financial Services | Bangalore / Bengaluru +21 other locations,639,Financial Services | Bangalore / Bengaluru +21 other locations,https://www.ambitionbox.com/overview/Brickwork Ratings-overview
Uniproducts,3.3,(137),Auto Components | Rewari +11 other locations,759,Auto Components | Rewari +11 other locations,https://www.ambitionbox.com/overview/Uniproducts-overview
STPL,3.9,(136),IT Services & Consulting | Lucknow +25 other locations,571,IT Services & Consulting | Lucknow +25 other locations,https://www.ambitionbox.com/overview/STPL-overview
Jaypee Brothers Medical Publishers,3.5,(137),Printing & Publishing | New Delhi +14 other locations,591,Printing & Publishing | New Delhi +14 other locations,https://www.ambitionbox.com/overview/Jaypee Brothers Medical Publishers-overview
Willowood Chemicals,4.1,(136),Agro Chemicals | Vadodara +36 other locations,450,Agro Chemicals | Vadodara +36 other locations,https://www.ambitionbox.com/overview/Willowood Chemicals-overview
Trayee Business Solutions,3.3,(138),BPO | Chennai +2 other locations,486,BPO | Chennai +2 other locations,https://www.ambitionbox.com/overview/Trayee Business Solutions-overview
Tractor Junction,3.8,(136),Agriculture | Alwar +23 other locations,355,Agriculture | Alwar +23 other locations,https://www.ambitionbox.com/overview/Tractor Junction-overview
Ayu Health Hospitals,3.4,(135),Healthcare | Bangalore / Bengaluru +9 other locations,649,Healthcare | Bangalore / Bengaluru +9 other locations,https://www.ambitionbox.com/overview/Ayu Health Hospitals-overview
John Cockerill,3.3,(136),Mumbai +5 other locations,743,Mumbai +5 other locations,https://www.ambitionbox.com/overview/John Cockerill-overview
Credgenics,3.5,(136),FinTech | Noida +6 other locations,1k,FinTech | Noida +6 other locations,https://www.ambitionbox.com/overview/Credgenics-overview
Fipola Retail,3.7,(135),Food Processing | Chennai +6 other locations,305,Food Processing | Chennai +6 other locations,https://www.ambitionbox.com/overview/Fipola Retail-overview
Newt Global,3.9,(135),Software Product | Chennai +6 other locations,778,Software Product | Chennai +6 other locations,https://www.ambitionbox.com/overview/Newt Global-overview
Vibracoustic,3.7,(137),Automobile | Noida +11 other locations,546,Automobile | Noida +11 other locations,https://www.ambitionbox.com/overview/Vibracoustic-overview
Vitromed Healthcare,3.5,(135),Medical Equipment | Jaipur +5 other locations,580,Medical Equipment | Jaipur +5 other locations,https://www.ambitionbox.com/overview/Vitromed Healthcare-overview
Barco Electronic Systems,4.3,(137),Consumer Electronics & Appliances | Noida +5 other locations,833,Consumer Electronics & Appliances | Noida +5 other locations,https://www.ambitionbox.com/overview/Barco Electronic Systems-overview
Sri Ramachandra University,4.3,(137),Education & Training | Chennai +6 other locations,524,Education & Training | Chennai +6 other locations,https://www.ambitionbox.com/overview/Sri Ramachandra University-overview
B M Birla Heart Research Centre,3.8,(136),Healthcare | Kolkata +5 other locations,399,Healthcare | Kolkata +5 other locations,https://www.ambitionbox.com/overview/B M Birla Heart Research Centre-overview
Enlist Management Consultants,3.3,(137),Recruitment | New Delhi +16 other locations,562,Recruitment | New Delhi +16 other locations,https://www.ambitionbox.com/overview/Enlist Management Consultants-overview
Apollo Spectra Hospitals,4.3,(135),Healthcare | New Delhi +20 other locations,455,Healthcare | New Delhi +20 other locations,https://www.ambitionbox.com/overview/Apollo Spectra Hospitals-overview
Timezone Entertainment,3.7,(137),Events | Mumbai +28 other locations,432,Events | Mumbai +28 other locations,https://www.ambitionbox.com/overview/Timezone Entertainment-overview
Prestige Estates Projects,4.3,(135),Real Estate | Bangalore / Bengaluru +8 other locations,662,Real Estate | Bangalore / Bengaluru +8 other locations,https://www.ambitionbox.com/overview/Prestige Estates Projects-overview
DDB Mudra Group,3.6,(137),Marketing & Advertising | Mumbai +24 other locations,855,Marketing & Advertising | Mumbai +24 other locations,https://www.ambitionbox.com/overview/DDB Mudra Group-overview
Msc Cruises,4.4,(137),Ports & Shipping | Mumbai +10 other locations,293,Ports & Shipping | Mumbai +10 other locations,https://www.ambitionbox.com/overview/Msc Cruises-overview
Biotech Vision Care,3.4,(141),Healthcare | Ahmedabad +22 other locations,751,Healthcare | Ahmedabad +22 other locations,https://www.ambitionbox.com/overview/Biotech Vision Care-overview
Electrolab,3.8,(135),Medical Equipment | Mumbai +12 other locations,555,Medical Equipment | Mumbai +12 other locations,https://www.ambitionbox.com/overview/Electrolab-overview
IPL Biologicals,3.8,(139),Agriculture | Gurgaon / Gurugram +24 other locations,519,Agriculture | Gurgaon / Gurugram +24 other locations,https://www.ambitionbox.com/overview/IPL Biologicals-overview
Zydus Pharma,3.8,(140),Pharma | Ahmedabad +31 other locations,593,Pharma | Ahmedabad +31 other locations,https://www.ambitionbox.com/overview/Zydus Pharma-overview
Nahar Group of Companies,3.5,(136),Fashion & Textile | Ludhiana +22 other locations,600,Fashion & Textile | Ludhiana +22 other locations,https://www.ambitionbox.com/overview/Nahar Group of Companies-overview
Exicom Tele Systems,4.2,(135),Gurgaon / Gurugram +11 other locations,419,Gurgaon / Gurugram +11 other locations,https://www.ambitionbox.com/overview/Exicom Tele Systems-overview
G7 CR Technologies,3.2,(136),IT Services & Consulting | Bangalore / Bengaluru +2 other locations,573,IT Services & Consulting | Bangalore / Bengaluru +2 other locations,https://www.ambitionbox.com/overview/G7 CR Technologies-overview
Ankur Seeds,4.1,(138),Agriculture | Nagpur +35 other locations,382,Agriculture | Nagpur +35 other locations,https://www.ambitionbox.com/overview/Ankur Seeds-overview
Atotech,3.9,(136),Chemicals | Gurgaon / Gurugram +11 other locations,730,Chemicals | Gurgaon / Gurugram +11 other locations,https://www.ambitionbox.com/overview/Atotech-overview
Netcon Technologies,3.6,(135),IT Services & Consulting | Chennai +14 other locations,996,IT Services & Consulting | Chennai +14 other locations,https://www.ambitionbox.com/overview/Netcon Technologies-overview
ATYETI,4.0,(136),IT Services & Consulting | Pune +6 other locations,767,IT Services & Consulting | Pune +6 other locations,https://www.ambitionbox.com/overview/ATYETI-overview
Virtusa Software Services,3.5,(135),IT Services & Consulting | Chennai +8 other locations,1.3k,IT Services & Consulting | Chennai +8 other locations,https://www.ambitionbox.com/overview/Virtusa Software Services-overview
Sunbeam School,4.3,(135),Education & Training | Varanasi +21 other locations,401,Education & Training | Varanasi +21 other locations,https://www.ambitionbox.com/overview/Sunbeam School-overview
Jakson Green,4.4,(135),Noida +23 other locations,236,Noida +23 other locations,https://www.ambitionbox.com/overview/Jakson Green-overview
Informatica,3.5,(139),Software Product | Bangalore / Bengaluru +10 other locations,1.9k,Software Product | Bangalore / Bengaluru +10 other locations,https://www.ambitionbox.com/overview/Informatica-overview
Bhartiya International,3.7,(134),Fashion & Textile | Bangalore / Bengaluru +12 other locations,748,Fashion & Textile | Bangalore / Bengaluru +12 other locations,https://www.ambitionbox.com/overview/Bhartiya International-overview
Casino Air Caterers & Flight Services,3.9,(134),Facility Management Services | Kochi +19 other locations,577,Facility Management Services | Kochi +19 other locations,https://www.ambitionbox.com/overview/Casino Air Caterers & Flight Services-overview
Jewelex India,3.8,(134),Mumbai +4 other locations,592,Mumbai +4 other locations,https://www.ambitionbox.com/overview/Jewelex India-overview
Elkayem Auto Ancillaries,3.5,(137),Industrial Machinery | Hosur +5 other locations,550,Industrial Machinery | Hosur +5 other locations,https://www.ambitionbox.com/overview/Elkayem Auto Ancillaries-overview
Futuresoft Solutions,3.3,(134),IT Services & Consulting | New Delhi +20 other locations,833,IT Services & Consulting | New Delhi +20 other locations,https://www.ambitionbox.com/overview/Futuresoft Solutions-overview
D.B ENGINEERING,4.2,(137),Industrial Machinery | New Delhi +16 other locations,348,Industrial Machinery | New Delhi +16 other locations,https://www.ambitionbox.com/overview/D.B ENGINEERING-overview
Delivery.com,3.8,(135),Internet | Hyderabad / Secunderabad +55 other locations,560,Internet | Hyderabad / Secunderabad +55 other locations,https://www.ambitionbox.com/overview/Delivery.com-overview
Sahu Exports,4.1,(134),Fashion & Textile | Noida +6 other locations,523,Fashion & Textile | Noida +6 other locations,https://www.ambitionbox.com/overview/Sahu Exports-overview
Confiance BizSol Private Limited,3.2,(138),Analytics & KPO | Ahmedabad +3 other locations,493,Analytics & KPO | Ahmedabad +3 other locations,https://www.ambitionbox.com/overview/Confiance BizSol Private Limited-overview
Eurofins Advinus,3.4,(134),Pharma | Bangalore / Bengaluru +6 other locations,949,Pharma | Bangalore / Bengaluru +6 other locations,https://www.ambitionbox.com/overview/Eurofins Advinus-overview
Ewac Alloys,4.3,(134),Industrial Machinery | Ankleshwar +33 other locations,640,Industrial Machinery | Ankleshwar +33 other locations,https://www.ambitionbox.com/overview/Ewac Alloys-overview
DigiVersal Consultants,2.6,(134),Internet | Noida +5 other locations,371,Internet | Noida +5 other locations,https://www.ambitionbox.com/overview/DigiVersal Consultants-overview
Pioneer e Solutions,3.6,(134),IT Services & Consulting | New Delhi +33 other locations,549,IT Services & Consulting | New Delhi +33 other locations,https://www.ambitionbox.com/overview/Pioneer e Solutions-overview
CTX Life Science,3.9,(135),Pharma | Surat +4 other locations,641,Pharma | Surat +4 other locations,https://www.ambitionbox.com/overview/CTX Life Science-overview
Fulcrum Worldwide Software,4.2,(135),IT Services & Consulting | Pune +1 other locations,960,IT Services & Consulting | Pune +1 other locations,https://www.ambitionbox.com/overview/Fulcrum Worldwide Software-overview
Mepro Pharmaceuticals,4.0,(136),Pharma | Vadodara +10 other locations,774,Pharma | Vadodara +10 other locations,https://www.ambitionbox.com/overview/Mepro Pharmaceuticals-overview
Ami Polymer,3.7,(136),Medical Equipment | Silvassa / Dadra & Nagar Haveli +11 other locations,578,Medical Equipment | Silvassa / Dadra & Nagar Haveli +11 other locations,https://www.ambitionbox.com/overview/Ami Polymer-overview
Haldiram Bhujiawala,3.3,(135),Food Processing | Kolkata +35 other locations,493,Food Processing | Kolkata +35 other locations,https://www.ambitionbox.com/overview/Haldiram Bhujiawala-overview
The Oriental Insurance Co.,4.4,(134),Insurance | New Delhi +58 other locations,365,Insurance | New Delhi +58 other locations,https://www.ambitionbox.com/overview/The Oriental Insurance Co.-overview
Paperpedia,2.2,(134),EdTech | Kolkata +8 other locations,491,EdTech | Kolkata +8 other locations,https://www.ambitionbox.com/overview/Paperpedia-overview
Cornerstone OnDemand,3.5,(137),Software Product | Pune +6 other locations,1.3k,Software Product | Pune +6 other locations,https://www.ambitionbox.com/overview/Cornerstone OnDemand-overview
Hubtown,3.3,(136),Engineering & Construction | Mumbai +8 other locations,582,Engineering & Construction | Mumbai +8 other locations,https://www.ambitionbox.com/overview/Hubtown-overview
Moving Picture Company,3.9,(135),Media & Entertainment | Bangalore / Bengaluru +14 other locations,468,Media & Entertainment | Bangalore / Bengaluru +14 other locations,https://www.ambitionbox.com/overview/Moving Picture Company-overview
Shine,2.7,(133),Internet | Gurgaon / Gurugram +21 other locations,500,Internet | Gurgaon / Gurugram +21 other locations,https://www.ambitionbox.com/overview/Shine-overview
Altair Engineering,4.2,(136),IT Services & Consulting | Bangalore / Bengaluru +6 other locations,847,IT Services & Consulting | Bangalore / Bengaluru +6 other locations,https://www.ambitionbox.com/overview/Altair Engineering-overview
Informatica,3.5,(139),Software Product | Bangalore / Bengaluru +10 other locations,1.9k,Software Product | Bangalore / Bengaluru +10 other locations,https://www.ambitionbox.com/overview/Informatica-overview
Nineleaps Technology Solutions,4.0,(135),IT Services & Consulting | Bangalore / Bengaluru +3 other locations,1.1k,IT Services & Consulting | Bangalore / Bengaluru +3 other locations,https://www.ambitionbox.com/overview/Nineleaps Technology Solutions-overview
Deepija Telecom,4.1,(135),Software Product | Hyderabad / Secunderabad +13 other locations,652,Software Product | Hyderabad / Secunderabad +13 other locations,https://www.ambitionbox.com/overview/Deepija Telecom-overview
Norwegian Cruise Line,4.1,(134),Travel & Tourism | Mumbai +10 other locations,187,Travel & Tourism | Mumbai +10 other locations,https://www.ambitionbox.com/overview/Norwegian Cruise Line-overview
P C CHANDRA JEWELLERS,4.0,(137),Jewellery | Kolkata +24 other locations,472,Jewellery | Kolkata +24 other locations,https://www.ambitionbox.com/overview/P C CHANDRA JEWELLERS-overview
Polyplastics,3.9,(137),Petrochemicals | Ahmedabad +17 other locations,754,Petrochemicals | Ahmedabad +17 other locations,https://www.ambitionbox.com/overview/Polyplastics-overview
Geltec,3.1,(137),Pharma | Bangalore / Bengaluru +8 other locations,725,Pharma | Bangalore / Bengaluru +8 other locations,https://www.ambitionbox.com/overview/Geltec-overview
Bhartiya International,3.7,(134),Fashion & Textile | Bangalore / Bengaluru +12 other locations,748,Fashion & Textile | Bangalore / Bengaluru +12 other locations,https://www.ambitionbox.com/overview/Bhartiya International-overview
Harley-Davidson,4.0,(134),Automobile | Gurgaon / Gurugram +30 other locations,497,Automobile | Gurgaon / Gurugram +30 other locations,https://www.ambitionbox.com/overview/Harley-Davidson-overview
Orange City Water,4.0,(135),Waste Management | Nagpur +2 other locations,442,Waste Management | Nagpur +2 other locations,https://www.ambitionbox.com/overview/Orange City Water-overview
Serdia Pharmaceuticals,3.8,(134),Pharma | Mumbai +23 other locations,374,Pharma | Mumbai +23 other locations,https://www.ambitionbox.com/overview/Serdia Pharmaceuticals-overview
FreshMenu,3.2,(134),Internet | Bangalore / Bengaluru +9 other locations,522,Internet | Bangalore / Bengaluru +9 other locations,https://www.ambitionbox.com/overview/FreshMenu-overview
W3Softech India,4.4,(136),IT Services & Consulting | Hyderabad / Secunderabad +2 other locations,795,IT Services & Consulting | Hyderabad / Secunderabad +2 other locations,https://www.ambitionbox.com/overview/W3Softech India-overview
Affiliated Computer Services,3.6,(135),IT Services & Consulting | Bangalore / Bengaluru +13 other locations,438,IT Services & Consulting | Bangalore / Bengaluru +13 other locations,https://www.ambitionbox.com/overview/Affiliated Computer Services-overview
Zerodha,4.2,(135),FinTech | Bangalore / Bengaluru +24 other locations,693,FinTech | Bangalore / Bengaluru +24 other locations,https://www.ambitionbox.com/overview/Zerodha-overview
Signzy Technologies,3.0,(134),Software Product | Bangalore / Bengaluru +8 other locations,756,Software Product | Bangalore / Bengaluru +8 other locations,https://www.ambitionbox.com/overview/Signzy Technologies-overview
Augtech Nextwealth,3.6,(134),Bhilai Nagar +1 other locations,358,Bhilai Nagar +1 other locations,https://www.ambitionbox.com/overview/Augtech Nextwealth-overview
Bijak,3.3,(134),Internet | Gurgaon / Gurugram +13 other locations,608,Internet | Gurgaon / Gurugram +13 other locations,https://www.ambitionbox.com/overview/Bijak-overview
Bijnis,3.7,(134),Internet | New Delhi +31 other locations,529,Internet | New Delhi +31 other locations,https://www.ambitionbox.com/overview/Bijnis-overview
CBNITS,4.0,(136),IT Services & Consulting | Kolkata +2 other locations,555,IT Services & Consulting | Kolkata +2 other locations,https://www.ambitionbox.com/overview/CBNITS-overview
Alliant Talent,2.3,(135),Accounting & Auditing | Hyderabad / Secunderabad +2 other locations,700,Accounting & Auditing | Hyderabad / Secunderabad +2 other locations,https://www.ambitionbox.com/overview/Alliant Talent-overview
PrimeXBT,4.7,(134),FinTech | London +3 other locations,7,FinTech | London +3 other locations,https://www.ambitionbox.com/overview/PrimeXBT-overview
Homesfy Realty,3.7,(134),Real Estate | Mumbai +7 other locations,410,Real Estate | Mumbai +7 other locations,https://www.ambitionbox.com/overview/Homesfy Realty-overview
Tao Digital,2.9,(136),IT Services & Consulting | Hyderabad / Secunderabad +6 other locations,604,IT Services & Consulting | Hyderabad / Secunderabad +6 other locations,https://www.ambitionbox.com/overview/Tao Digital-overview
Nium,3.4,(135),FinTech | Mumbai +10 other locations,1k,FinTech | Mumbai +10 other locations,https://www.ambitionbox.com/overview/Nium-overview
Manpasand Beverages,3.3,(133),Beverage | Vadodara +32 other locations,307,Beverage | Vadodara +32 other locations,https://www.ambitionbox.com/overview/Manpasand Beverages-overview
Mytrah Energy,4.0,(134),Power | Hyderabad / Secunderabad +12 other locations,467,Power | Hyderabad / Secunderabad +12 other locations,https://www.ambitionbox.com/overview/Mytrah Energy-overview
Best Value Chem,3.6,(137),Chemicals | Vadodara +5 other locations,736,Chemicals | Vadodara +5 other locations,https://www.ambitionbox.com/overview/Best Value Chem-overview
"PKF Sridhar & Santhanam LLP, Chartered Accountants",3.6,(133),Accounting & Auditing | Mumbai +8 other locations,607,Accounting & Auditing | Mumbai +8 other locations,"https://www.ambitionbox.com/overview/PKF Sridhar & Santhanam LLP, Chartered Accountants-overview"
Best Koki Automotive,3.6,(135),Auto Components | Gurgaon / Gurugram +10 other locations,676,Auto Components | Gurgaon / Gurugram +10 other locations,https://www.ambitionbox.com/overview/Best Koki Automotive-overview
Syniverse Technologies,3.5,(135),IT Services & Consulting | Bangalore / Bengaluru +4 other locations,965,IT Services & Consulting | Bangalore / Bengaluru +4 other locations,https://www.ambitionbox.com/overview/Syniverse Technologies-overview
Gulshan Polyols,3.5,(134),Chemicals | New Delhi +14 other locations,565,Chemicals | New Delhi +14 other locations,https://www.ambitionbox.com/overview/Gulshan Polyols-overview
CriticalRiver,3.4,(132),IT Services & Consulting | Hyderabad / Secunderabad +5 other locations,973,IT Services & Consulting | Hyderabad / Secunderabad +5 other locations,https://www.ambitionbox.com/overview/CriticalRiver-overview
Evertogen Life Sciences,3.4,(134),Pharma | Hyderabad / Secunderabad +6 other locations,438,Pharma | Hyderabad / Secunderabad +6 other locations,https://www.ambitionbox.com/overview/Evertogen Life Sciences-overview
Mobase,3.7,(135),Auto Components | Noida +10 other locations,688,Auto Components | Noida +10 other locations,https://www.ambitionbox.com/overview/Mobase-overview
Creditas Solutions,3.0,(134),FinTech | Gurgaon / Gurugram +3 other locations,623,FinTech | Gurgaon / Gurugram +3 other locations,https://www.ambitionbox.com/overview/Creditas Solutions-overview
Peekay Steel Castings,4.0,(135),Iron & Steel | Coimbatore +8 other locations,586,Iron & Steel | Coimbatore +8 other locations,https://www.ambitionbox.com/overview/Peekay Steel Castings-overview
Modi Naturals,3.9,(135),Agro Chemicals | New Delhi +27 other locations,513,Agro Chemicals | New Delhi +27 other locations,https://www.ambitionbox.com/overview/Modi Naturals-overview
