Company Name,Company Rating,Company Review,Sector,Salary,About Company,Links
GENWORKS Health,3.2,(198),Healthcare | Bangalore / Bengaluru +39 other locations,686,Healthcare | Bangalore / Bengaluru +39 other locations,https://www.ambitionbox.com/overview/GENWORKS Health-overview
Zen3 Info Solutions,4.1,(196),IT Services & Consulting | Hyderabad / Secunderabad +4 other locations,1.4k,IT Services & Consulting | Hyderabad / Secunderabad +4 other locations,https://www.ambitionbox.com/overview/Zen3 Info Solutions-overview
CBSI,3.5,(196),Recruitment | Bangalore / Bengaluru +13 other locations,1.1k,Recruitment | Bangalore / Bengaluru +13 other locations,https://www.ambitionbox.com/overview/CBSI-overview
Annora Pharma,3.7,(202),Pharma | Hyderabad / Secunderabad +6 other locations,946,Pharma | Hyderabad / Secunderabad +6 other locations,https://www.ambitionbox.com/overview/Annora Pharma-overview
Indutch Composites Technology,3.5,(195),Industrial Machinery | Chennai +10 other locations,1.1k,Industrial Machinery | Chennai +10 other locations,https://www.ambitionbox.com/overview/Indutch Composites Technology-overview
Interarch Building Product,4.0,(197),Engineering & Construction | Noida +26 other locations,961,Engineering & Construction | Noida +26 other locations,https://www.ambitionbox.com/overview/Interarch Building Product-overview
Ceragon Networks,4.1,(197),Telecom | New Delhi +28 other locations,779,Telecom | New Delhi +28 other locations,https://www.ambitionbox.com/overview/Ceragon Networks-overview
Praxair,4.1,(194),Chemicals | Bangalore / Bengaluru +28 other locations,644,Chemicals | Bangalore / Bengaluru +28 other locations,https://www.ambitionbox.com/overview/Praxair-overview
Marsh,4.2,(195),Insurance | Mumbai +10 other locations,359,Insurance | Mumbai +10 other locations,https://www.ambitionbox.com/overview/Marsh-overview
Sika,3.7,(196),Chemicals | Mumbai +34 other locations,787,Chemicals | Mumbai +34 other locations,https://www.ambitionbox.com/overview/Sika-overview
Turner Construction,4.1,(198),Engineering & Construction | Mumbai +15 other locations,751,Engineering & Construction | Mumbai +15 other locations,https://www.ambitionbox.com/overview/Turner Construction-overview
Algoworks Technologies,3.7,(195),IT Services & Consulting | Noida +4 other locations,1.6k,IT Services & Consulting | Noida +4 other locations,https://www.ambitionbox.com/overview/Algoworks Technologies-overview
Godawari Power & Ispat,4.3,(196),Iron & Steel | Raipur +10 other locations,742,Iron & Steel | Raipur +10 other locations,https://www.ambitionbox.com/overview/Godawari Power & Ispat-overview
Impressico Business Solutions,4.4,(196),IT Services & Consulting | Noida +6 other locations,906,IT Services & Consulting | Noida +6 other locations,https://www.ambitionbox.com/overview/Impressico Business Solutions-overview
Infiniti Software Solutions,4.6,(195),Software Product | Chennai +5 other locations,517,Software Product | Chennai +5 other locations,https://www.ambitionbox.com/overview/Infiniti Software Solutions-overview
Terrier Security Services,4.1,(195),Law Enforcement & Security | Bangalore / Bengaluru +34 other locations,552,Law Enforcement & Security | Bangalore / Bengaluru +34 other locations,https://www.ambitionbox.com/overview/Terrier Security Services-overview
BeatO,3.4,(196),Fitness & Wellness | New Delhi +7 other locations,548,Fitness & Wellness | New Delhi +7 other locations,https://www.ambitionbox.com/overview/BeatO-overview
KANINI Software Solutions,3.5,(195),IT Services & Consulting | Chennai +7 other locations,1.2k,IT Services & Consulting | Chennai +7 other locations,https://www.ambitionbox.com/overview/KANINI Software Solutions-overview
STT Global Data Centres India,4.1,(199),IT Services & Consulting | Mumbai +15 other locations,978,IT Services & Consulting | Mumbai +15 other locations,https://www.ambitionbox.com/overview/STT Global Data Centres India-overview
Milky Mist Dairy Food,3.7,(195),Food Processing | Erode +43 other locations,939,Food Processing | Erode +43 other locations,https://www.ambitionbox.com/overview/Milky Mist Dairy Food-overview
Innoval Digital Solutions,4.7,(195),Software Product | Thiruvananthapuram +5 other locations,355,Software Product | Thiruvananthapuram +5 other locations,https://www.ambitionbox.com/overview/Innoval Digital Solutions-overview
Tata CLiQ,3.4,(195),Internet | Mumbai +8 other locations,1.3k,Internet | Mumbai +8 other locations,https://www.ambitionbox.com/overview/Tata CLiQ-overview
LinkedIn,4.3,(197),Internet | Bangalore / Bengaluru +9 other locations,1.9k,Internet | Bangalore / Bengaluru +9 other locations,https://www.ambitionbox.com/overview/LinkedIn-overview
Mayur Uniquoters,4.0,(193),Leather | Jaipur +11 other locations,925,Leather | Jaipur +11 other locations,https://www.ambitionbox.com/overview/Mayur Uniquoters-overview
Nandan Petrochem,3.6,(198),Petrochemicals | Mumbai +27 other locations,854,Petrochemicals | Mumbai +27 other locations,https://www.ambitionbox.com/overview/Nandan Petrochem-overview
Su-Kam Power Systems,3.5,(194),Power | Gurgaon / Gurugram +43 other locations,451,Power | Gurgaon / Gurugram +43 other locations,https://www.ambitionbox.com/overview/Su-Kam Power Systems-overview
Ashok Iron Works,3.5,(196),Industrial Machinery | Belgaum +4 other locations,850,Industrial Machinery | Belgaum +4 other locations,https://www.ambitionbox.com/overview/Ashok Iron Works-overview
Skylark Infra Engineering Private Limited,4.1,(199),Engineering & Construction | Gurgaon / Gurugram +33 other locations,505,Engineering & Construction | Gurgaon / Gurugram +33 other locations,https://www.ambitionbox.com/overview/Skylark Infra Engineering Private Limited-overview
Puropale Creations & IT Solutions,4.8,(194),IT Services & Consulting | Hyderabad / Secunderabad +1 other locations,16,IT Services & Consulting | Hyderabad / Secunderabad +1 other locations,https://www.ambitionbox.com/overview/Puropale Creations & IT Solutions-overview
Canvera,3.3,(193),Printing & Publishing | Bangalore / Bengaluru +28 other locations,668,Printing & Publishing | Bangalore / Bengaluru +28 other locations,https://www.ambitionbox.com/overview/Canvera-overview
CohnReznick,3.6,(197),Accounting & Auditing | Chennai +4 other locations,1.3k,Accounting & Auditing | Chennai +4 other locations,https://www.ambitionbox.com/overview/CohnReznick-overview
Jindal India Thermal Power,3.8,(197),Power | Angul +16 other locations,901,Power | Angul +16 other locations,https://www.ambitionbox.com/overview/Jindal India Thermal Power-overview
Furlenco,3.4,(194),Internet | Bangalore / Bengaluru +14 other locations,1.1k,Internet | Bangalore / Bengaluru +14 other locations,https://www.ambitionbox.com/overview/Furlenco-overview
ReGen Powertech,3.7,(193),Power | Chennai +20 other locations,449,Power | Chennai +20 other locations,https://www.ambitionbox.com/overview/ReGen Powertech-overview
Jagran Prakashan,3.9,(193),Printing & Publishing | New Delhi +51 other locations,885,Printing & Publishing | New Delhi +51 other locations,https://www.ambitionbox.com/overview/Jagran Prakashan-overview
EFKON INDIA,4.0,(194),IT Services & Consulting | Gurgaon / Gurugram +21 other locations,815,IT Services & Consulting | Gurgaon / Gurugram +21 other locations,https://www.ambitionbox.com/overview/EFKON INDIA-overview
Biotique,3.5,(198),Biotechnology | Noida +29 other locations,679,Biotechnology | Noida +29 other locations,https://www.ambitionbox.com/overview/Biotique-overview
D'Decor Home Fabrics,4.0,(195),Fashion & Textile | Mumbai +18 other locations,1.2k,Fashion & Textile | Mumbai +18 other locations,https://www.ambitionbox.com/overview/D'Decor Home Fabrics-overview
Essel Mining & Industries,4.3,(196),Metals & Mining | Barbil +20 other locations,659,Metals & Mining | Barbil +20 other locations,https://www.ambitionbox.com/overview/Essel Mining & Industries-overview
Krishnapatnam Port,3.9,(193),Ports & Shipping | Nellore +14 other locations,721,Ports & Shipping | Nellore +14 other locations,https://www.ambitionbox.com/overview/Krishnapatnam Port-overview
Furlenco,3.4,(194),Internet | Bangalore / Bengaluru +14 other locations,1.1k,Internet | Bangalore / Bengaluru +14 other locations,https://www.ambitionbox.com/overview/Furlenco-overview
Linfox Logistics,4.2,(199),Urban Transport | Mumbai +30 other locations,594,Urban Transport | Mumbai +30 other locations,https://www.ambitionbox.com/overview/Linfox Logistics-overview
Biotique,3.5,(198),Biotechnology | Noida +29 other locations,679,Biotechnology | Noida +29 other locations,https://www.ambitionbox.com/overview/Biotique-overview
Stratosphere IT Services,3.4,(193),Recruitment | Hyderabad / Secunderabad +17 other locations,1.3k,Recruitment | Hyderabad / Secunderabad +17 other locations,https://www.ambitionbox.com/overview/Stratosphere IT Services-overview
Jagran Prakashan,3.9,(193),Printing & Publishing | New Delhi +51 other locations,885,Printing & Publishing | New Delhi +51 other locations,https://www.ambitionbox.com/overview/Jagran Prakashan-overview
ReGen Powertech,3.7,(193),Power | Chennai +20 other locations,449,Power | Chennai +20 other locations,https://www.ambitionbox.com/overview/ReGen Powertech-overview
EFKON INDIA,4.0,(194),IT Services & Consulting | Gurgaon / Gurugram +21 other locations,815,IT Services & Consulting | Gurgaon / Gurugram +21 other locations,https://www.ambitionbox.com/overview/EFKON INDIA-overview
D'Decor Home Fabrics,4.0,(195),Fashion & Textile | Mumbai +18 other locations,1.2k,Fashion & Textile | Mumbai +18 other locations,https://www.ambitionbox.com/overview/D'Decor Home Fabrics-overview
Krishnapatnam Port,3.9,(193),Ports & Shipping | Nellore +14 other locations,721,Ports & Shipping | Nellore +14 other locations,https://www.ambitionbox.com/overview/Krishnapatnam Port-overview
CohnReznick,3.6,(197),Accounting & Auditing | Chennai +4 other locations,1.3k,Accounting & Auditing | Chennai +4 other locations,https://www.ambitionbox.com/overview/CohnReznick-overview
Jindal India Thermal Power,3.8,(197),Power | Angul +16 other locations,901,Power | Angul +16 other locations,https://www.ambitionbox.com/overview/Jindal India Thermal Power-overview
Steel Infra Solutions,3.8,(193),Iron & Steel | Bhilai Nagar +14 other locations,775,Iron & Steel | Bhilai Nagar +14 other locations,https://www.ambitionbox.com/overview/Steel Infra Solutions-overview
Ways2excel,4.3,(193),EdTech | Kolkata +1 other locations,58,EdTech | Kolkata +1 other locations,https://www.ambitionbox.com/overview/Ways2excel-overview
Prepca Eduserv,4.1,(193),EdTech | Pune +2 other locations,156,EdTech | Pune +2 other locations,https://www.ambitionbox.com/overview/Prepca Eduserv-overview
Amelia,3.2,(193),Bangalore / Bengaluru +5 other locations,858,Bangalore / Bengaluru +5 other locations,https://www.ambitionbox.com/overview/Amelia-overview
Mitsui O.S.K. Lines,4.0,(193),Ports & Shipping | Mumbai +13 other locations,841,Ports & Shipping | Mumbai +13 other locations,https://www.ambitionbox.com/overview/Mitsui O.S.K. Lines-overview
Microchip Technology,3.8,(194),Semiconductors | Bangalore / Bengaluru +6 other locations,1.5k,Semiconductors | Bangalore / Bengaluru +6 other locations,https://www.ambitionbox.com/overview/Microchip Technology-overview
Epigral,4.1,(193),Bharuch +4 other locations,1.2k,Bharuch +4 other locations,https://www.ambitionbox.com/overview/Epigral-overview
KisanKraft Machine Tools,3.4,(192),Industrial Machinery | Bangalore / Bengaluru +20 other locations,715,Industrial Machinery | Bangalore / Bengaluru +20 other locations,https://www.ambitionbox.com/overview/KisanKraft Machine Tools-overview
Learning Links Foundation,4.2,(192),Non-Profit | New Delhi +38 other locations,757,Non-Profit | New Delhi +38 other locations,https://www.ambitionbox.com/overview/Learning Links Foundation-overview
Aditya Birla Money,4.0,(192),Chennai +43 other locations,702,Chennai +43 other locations,https://www.ambitionbox.com/overview/Aditya Birla Money-overview
Sangam India,3.6,(193),Fashion & Textile | Bhilwara +19 other locations,833,Fashion & Textile | Bhilwara +19 other locations,https://www.ambitionbox.com/overview/Sangam India-overview
Suminter India Organics,3.8,(195),FMCG | Mumbai +20 other locations,790,FMCG | Mumbai +20 other locations,https://www.ambitionbox.com/overview/Suminter India Organics-overview
Accentuate Business Solutions,3.7,(194),IT Services & Consulting | Bangalore / Bengaluru +14 other locations,1.9k,IT Services & Consulting | Bangalore / Bengaluru +14 other locations,https://www.ambitionbox.com/overview/Accentuate Business Solutions-overview
WorkIndia,3.1,(192),IT Services & Consulting | Bangalore / Bengaluru +16 other locations,1.2k,IT Services & Consulting | Bangalore / Bengaluru +16 other locations,https://www.ambitionbox.com/overview/WorkIndia-overview
Successive Technologies,3.8,(193),IT Services & Consulting | Noida +4 other locations,1.8k,IT Services & Consulting | Noida +4 other locations,https://www.ambitionbox.com/overview/Successive Technologies-overview
Cogito Tech,2.6,(195),IT Services & Consulting | Noida +3 other locations,536,IT Services & Consulting | Noida +3 other locations,https://www.ambitionbox.com/overview/Cogito Tech-overview
Schott Poonawalla,3.7,(194),Packaging | Vadodara +12 other locations,1.1k,Packaging | Vadodara +12 other locations,https://www.ambitionbox.com/overview/Schott Poonawalla-overview
KEKA TECHNOLOGIES,3.3,(196),Software Product | Hyderabad / Secunderabad +5 other locations,1.4k,Software Product | Hyderabad / Secunderabad +5 other locations,https://www.ambitionbox.com/overview/KEKA TECHNOLOGIES-overview
Brainium Information Technologies,4.1,(192),IT Services & Consulting | Kolkata +1 other locations,520,IT Services & Consulting | Kolkata +1 other locations,https://www.ambitionbox.com/overview/Brainium Information Technologies-overview
Learning Links Foundation,4.2,(192),Non-Profit | New Delhi +38 other locations,757,Non-Profit | New Delhi +38 other locations,https://www.ambitionbox.com/overview/Learning Links Foundation-overview
Della Adventure Resort,3.8,(195),Hospitality | Pune +14 other locations,734,Hospitality | Pune +14 other locations,https://www.ambitionbox.com/overview/Della Adventure Resort-overview
Ramraj Cotton,3.8,(198),Fashion & Textile | Tiruppur +24 other locations,968,Fashion & Textile | Tiruppur +24 other locations,https://www.ambitionbox.com/overview/Ramraj Cotton-overview
APM Terminals,4.5,(192),Ports & Shipping | Mumbai +22 other locations,718,Ports & Shipping | Mumbai +22 other locations,https://www.ambitionbox.com/overview/APM Terminals-overview
OnMobile Global,3.5,(194),Telecom | Bangalore / Bengaluru +14 other locations,1.4k,Telecom | Bangalore / Bengaluru +14 other locations,https://www.ambitionbox.com/overview/OnMobile Global-overview
Peps Industries,3.8,(194),Furniture & Furnishing | Coimbatore +47 other locations,672,Furniture & Furnishing | Coimbatore +47 other locations,https://www.ambitionbox.com/overview/Peps Industries-overview
Sugam Parivahan,4.0,(197),Logistics | Noida +40 other locations,631,Logistics | Noida +40 other locations,https://www.ambitionbox.com/overview/Sugam Parivahan-overview
KisanKraft Machine Tools,3.4,(192),Industrial Machinery | Bangalore / Bengaluru +20 other locations,715,Industrial Machinery | Bangalore / Bengaluru +20 other locations,https://www.ambitionbox.com/overview/KisanKraft Machine Tools-overview
Jitm Skills,3.8,(196),Education & Training | New Delhi +44 other locations,608,Education & Training | New Delhi +44 other locations,https://www.ambitionbox.com/overview/Jitm Skills-overview
Kalyani Forge,3.5,(194),Iron & Steel | Pune +5 other locations,707,Iron & Steel | Pune +5 other locations,https://www.ambitionbox.com/overview/Kalyani Forge-overview
Suminter India Organics,3.8,(195),FMCG | Mumbai +20 other locations,790,FMCG | Mumbai +20 other locations,https://www.ambitionbox.com/overview/Suminter India Organics-overview
Accentuate Business Solutions,3.7,(194),IT Services & Consulting | Bangalore / Bengaluru +14 other locations,1.9k,IT Services & Consulting | Bangalore / Bengaluru +14 other locations,https://www.ambitionbox.com/overview/Accentuate Business Solutions-overview
WorkIndia,3.1,(192),IT Services & Consulting | Bangalore / Bengaluru +16 other locations,1.2k,IT Services & Consulting | Bangalore / Bengaluru +16 other locations,https://www.ambitionbox.com/overview/WorkIndia-overview
Successive Technologies,3.8,(193),IT Services & Consulting | Noida +4 other locations,1.8k,IT Services & Consulting | Noida +4 other locations,https://www.ambitionbox.com/overview/Successive Technologies-overview
Schott Poonawalla,3.7,(194),Packaging | Vadodara +12 other locations,1.1k,Packaging | Vadodara +12 other locations,https://www.ambitionbox.com/overview/Schott Poonawalla-overview
Shriram Bioseed,4.0,(192),Hyderabad / Secunderabad +53 other locations,376,Hyderabad / Secunderabad +53 other locations,https://www.ambitionbox.com/overview/Shriram Bioseed-overview
Domino Printech,3.8,(193),Printing & Publishing | Gurgaon / Gurugram +25 other locations,852,Printing & Publishing | Gurgaon / Gurugram +25 other locations,https://www.ambitionbox.com/overview/Domino Printech-overview
Wanbury,3.4,(194),Pharma | Mumbai +28 other locations,758,Pharma | Mumbai +28 other locations,https://www.ambitionbox.com/overview/Wanbury-overview
Daffodil Software,3.4,(192),IT Services & Consulting | Gurgaon / Gurugram +6 other locations,1.5k,IT Services & Consulting | Gurgaon / Gurugram +6 other locations,https://www.ambitionbox.com/overview/Daffodil Software-overview
Botree Software International,3.7,(195),Software Product | Chennai +15 other locations,1.5k,Software Product | Chennai +15 other locations,https://www.ambitionbox.com/overview/Botree Software International-overview
Kapston Services,4.1,(191),Recruitment | Hyderabad / Secunderabad +25 other locations,782,Recruitment | Hyderabad / Secunderabad +25 other locations,https://www.ambitionbox.com/overview/Kapston Services-overview
Terralogic Software Solutions,3.0,(195),IT Services & Consulting | Bangalore / Bengaluru +9 other locations,1.8k,IT Services & Consulting | Bangalore / Bengaluru +9 other locations,https://www.ambitionbox.com/overview/Terralogic Software Solutions-overview
NIFTEL COMMUNICATIONS,3.3,(195),BPO | Lucknow +11 other locations,547,BPO | Lucknow +11 other locations,https://www.ambitionbox.com/overview/NIFTEL COMMUNICATIONS-overview
MINISO,3.7,(191),Retail | New Delhi +42 other locations,764,Retail | New Delhi +42 other locations,https://www.ambitionbox.com/overview/MINISO-overview
PrepLadder,3.1,(192),EdTech | Chandigarh +17 other locations,980,EdTech | Chandigarh +17 other locations,https://www.ambitionbox.com/overview/PrepLadder-overview
Kaveri Seed Company,4.1,(193),Hyderabad / Secunderabad +50 other locations,647,Hyderabad / Secunderabad +50 other locations,https://www.ambitionbox.com/overview/Kaveri Seed Company-overview
Teerthanker Mahaveer University,3.3,(192),Education & Training | Moradabad +11 other locations,620,Education & Training | Moradabad +11 other locations,https://www.ambitionbox.com/overview/Teerthanker Mahaveer University-overview
Sun Mobility,3.9,(193),Auto Components | Bangalore / Bengaluru +7 other locations,1.2k,Auto Components | Bangalore / Bengaluru +7 other locations,https://www.ambitionbox.com/overview/Sun Mobility-overview
Mazars,3.0,(195),Accounting & Auditing | New Delhi +14 other locations,1.5k,Accounting & Auditing | New Delhi +14 other locations,https://www.ambitionbox.com/overview/Mazars-overview
Agiliad Technologies,3.5,(195),Industrial Automation | Pune +4 other locations,1.4k,Industrial Automation | Pune +4 other locations,https://www.ambitionbox.com/overview/Agiliad Technologies-overview
Bread Financial,4.0,(195),FinTech | Bangalore / Bengaluru +5 other locations,1.1k,FinTech | Bangalore / Bengaluru +5 other locations,https://www.ambitionbox.com/overview/Bread Financial-overview
MINISO,3.7,(191),Retail | New Delhi +42 other locations,764,Retail | New Delhi +42 other locations,https://www.ambitionbox.com/overview/MINISO-overview
PrepLadder,3.1,(192),EdTech | Chandigarh +17 other locations,980,EdTech | Chandigarh +17 other locations,https://www.ambitionbox.com/overview/PrepLadder-overview
NIFTEL COMMUNICATIONS,3.3,(195),BPO | Lucknow +11 other locations,547,BPO | Lucknow +11 other locations,https://www.ambitionbox.com/overview/NIFTEL COMMUNICATIONS-overview
Kapston Services,4.1,(191),Recruitment | Hyderabad / Secunderabad +25 other locations,782,Recruitment | Hyderabad / Secunderabad +25 other locations,https://www.ambitionbox.com/overview/Kapston Services-overview
Teerthanker Mahaveer University,3.3,(192),Education & Training | Moradabad +11 other locations,620,Education & Training | Moradabad +11 other locations,https://www.ambitionbox.com/overview/Teerthanker Mahaveer University-overview
Sri Gopikrishna Infrastructure,3.9,(191),Engineering & Construction | Hyderabad / Secunderabad +39 other locations,546,Engineering & Construction | Hyderabad / Secunderabad +39 other locations,https://www.ambitionbox.com/overview/Sri Gopikrishna Infrastructure-overview
Spacewood,3.6,(191),Furniture & Furnishing | Nagpur +19 other locations,1.1k,Furniture & Furnishing | Nagpur +19 other locations,https://www.ambitionbox.com/overview/Spacewood-overview
Lifelong India,3.9,(193),Petrochemicals | Gurgaon / Gurugram +8 other locations,875,Petrochemicals | Gurgaon / Gurugram +8 other locations,https://www.ambitionbox.com/overview/Lifelong India-overview
Botree Software International,3.7,(195),Software Product | Chennai +15 other locations,1.5k,Software Product | Chennai +15 other locations,https://www.ambitionbox.com/overview/Botree Software International-overview
GKC Projects,4.2,(192),Engineering & Construction | Hyderabad / Secunderabad +25 other locations,442,Engineering & Construction | Hyderabad / Secunderabad +25 other locations,https://www.ambitionbox.com/overview/GKC Projects-overview
Rossell Techsys,4.1,(195),Defence & Aerospace | Bangalore / Bengaluru +3 other locations,1.1k,Defence & Aerospace | Bangalore / Bengaluru +3 other locations,https://www.ambitionbox.com/overview/Rossell Techsys-overview
Terralogic Software Solutions,3.0,(195),IT Services & Consulting | Bangalore / Bengaluru +9 other locations,1.8k,IT Services & Consulting | Bangalore / Bengaluru +9 other locations,https://www.ambitionbox.com/overview/Terralogic Software Solutions-overview
Kaveri Seed Company,4.1,(193),Hyderabad / Secunderabad +50 other locations,647,Hyderabad / Secunderabad +50 other locations,https://www.ambitionbox.com/overview/Kaveri Seed Company-overview
Country Inns & Suites,4.0,(192),Hospitality | New Delhi +24 other locations,650,Hospitality | New Delhi +24 other locations,https://www.ambitionbox.com/overview/Country Inns & Suites-overview
Nuance Transcription Services,4.1,(190),IT Services & Consulting | Bangalore / Bengaluru +9 other locations,591,IT Services & Consulting | Bangalore / Bengaluru +9 other locations,https://www.ambitionbox.com/overview/Nuance Transcription Services-overview
SpanIdea,3.6,(195),IT Services & Consulting | Bangalore / Bengaluru +10 other locations,1.4k,IT Services & Consulting | Bangalore / Bengaluru +10 other locations,https://www.ambitionbox.com/overview/SpanIdea-overview
All India Radio,4.2,(189),Broadcasting | New Delhi +76 other locations,621,Broadcasting | New Delhi +76 other locations,https://www.ambitionbox.com/overview/All India Radio-overview
Ananth Technologies,3.9,(191),Electronics Manufacturing | Hyderabad / Secunderabad +10 other locations,1.1k,Electronics Manufacturing | Hyderabad / Secunderabad +10 other locations,https://www.ambitionbox.com/overview/Ananth Technologies-overview
Dhandhania Infotech,3.3,(191),IT Services & Consulting | Nagpur +3 other locations,937,IT Services & Consulting | Nagpur +3 other locations,https://www.ambitionbox.com/overview/Dhandhania Infotech-overview
Meghmani Industries,3.4,(192),Agro Chemicals | Bharuch +16 other locations,1.1k,Agro Chemicals | Bharuch +16 other locations,https://www.ambitionbox.com/overview/Meghmani Industries-overview
VISTRA INTERNATIONAL EXPANSION,3.5,(193),Management Consulting | Mumbai +6 other locations,956,Management Consulting | Mumbai +6 other locations,https://www.ambitionbox.com/overview/VISTRA INTERNATIONAL EXPANSION-overview
Girnar Care,3.4,(189),BPO | Jaipur +16 other locations,687,BPO | Jaipur +16 other locations,https://www.ambitionbox.com/overview/Girnar Care-overview
JPM Group,3.7,(192),Industrial Machinery | Gurgaon / Gurugram +19 other locations,945,Industrial Machinery | Gurgaon / Gurugram +19 other locations,https://www.ambitionbox.com/overview/JPM Group-overview
Praxis home Retail,4.1,(190),Retail | Mumbai +28 other locations,831,Retail | Mumbai +28 other locations,https://www.ambitionbox.com/overview/Praxis home Retail-overview
Haleon,3.5,(192),Pharma | Bangalore / Bengaluru +38 other locations,767,Pharma | Bangalore / Bengaluru +38 other locations,https://www.ambitionbox.com/overview/Haleon-overview
Geetanjali Medical College and Hospital,4.3,(191),Healthcare | Udaipur +19 other locations,638,Healthcare | Udaipur +19 other locations,https://www.ambitionbox.com/overview/Geetanjali Medical College and Hospital-overview
CTM India Limited,3.6,(192),Industrial Machinery | Chennai +16 other locations,725,Industrial Machinery | Chennai +16 other locations,https://www.ambitionbox.com/overview/CTM India Limited-overview
Changepond Technologies,3.0,(193),IT Services & Consulting | Chennai +3 other locations,1.8k,IT Services & Consulting | Chennai +3 other locations,https://www.ambitionbox.com/overview/Changepond Technologies-overview
Megafine Pharma,4.1,(191),Pharma | Nashik +8 other locations,1.1k,Pharma | Nashik +8 other locations,https://www.ambitionbox.com/overview/Megafine Pharma-overview
EVIO,3.9,(195),Power | Mumbai +14 other locations,687,Power | Mumbai +14 other locations,https://www.ambitionbox.com/overview/EVIO-overview
Sun Vacuum Formers,4.0,(191),Auto Components | Gurgaon / Gurugram +7 other locations,771,Auto Components | Gurgaon / Gurugram +7 other locations,https://www.ambitionbox.com/overview/Sun Vacuum Formers-overview
Indo Nissin Foods,4.2,(192),Food Processing | Bangalore / Bengaluru +34 other locations,622,Food Processing | Bangalore / Bengaluru +34 other locations,https://www.ambitionbox.com/overview/Indo Nissin Foods-overview
Nova IVI Fertility,3.9,(191),Healthcare | Bangalore / Bengaluru +37 other locations,584,Healthcare | Bangalore / Bengaluru +37 other locations,https://www.ambitionbox.com/overview/Nova IVI Fertility-overview
Hi Tech Informatics,3.9,(190),IT Services & Consulting | Mumbai +45 other locations,732,IT Services & Consulting | Mumbai +45 other locations,https://www.ambitionbox.com/overview/Hi Tech Informatics-overview
Army Ordnance Corps,4.8,(191),Defence & Aerospace | New Delhi +53 other locations,445,Defence & Aerospace | New Delhi +53 other locations,https://www.ambitionbox.com/overview/Army Ordnance Corps-overview
Olam,3.6,(190),FMCG | Chennai +26 other locations,2.3k,FMCG | Chennai +26 other locations,https://www.ambitionbox.com/overview/Olam-overview
Pratibha Industries,4.5,(189),Engineering & Construction | New Delhi +21 other locations,442,Engineering & Construction | New Delhi +21 other locations,https://www.ambitionbox.com/overview/Pratibha Industries-overview
Paramatrix Technologies,4.4,(190),Software Product | Mumbai +4 other locations,517,Software Product | Mumbai +4 other locations,https://www.ambitionbox.com/overview/Paramatrix Technologies-overview
JWIL,4.3,(190),Waste Management | New Delhi +34 other locations,804,Waste Management | New Delhi +34 other locations,https://www.ambitionbox.com/overview/JWIL-overview
King George's Medical University,4.1,(190),Education & Training | Lucknow +12 other locations,565,Education & Training | Lucknow +12 other locations,https://www.ambitionbox.com/overview/King George's Medical University-overview
Fernandez Hospital,4.2,(193),Healthcare | Hyderabad / Secunderabad +1 other locations,529,Healthcare | Hyderabad / Secunderabad +1 other locations,https://www.ambitionbox.com/overview/Fernandez Hospital-overview
Tirupati Group,4.1,(193),Pharma | Paonta Sahib +15 other locations,934,Pharma | Paonta Sahib +15 other locations,https://www.ambitionbox.com/overview/Tirupati Group-overview
Ziff Davis Performance Marketing,3.7,(189),Marketing & Advertising | Pune +3 other locations,773,Marketing & Advertising | Pune +3 other locations,https://www.ambitionbox.com/overview/Ziff Davis Performance Marketing-overview
TP Western Odisha Distribution,3.6,(189),Sambalpur +18 other locations,667,Sambalpur +18 other locations,https://www.ambitionbox.com/overview/TP Western Odisha Distribution-overview
Hero Vired,4.1,(189),Education & Training | New Delhi +5 other locations,437,Education & Training | New Delhi +5 other locations,https://www.ambitionbox.com/overview/Hero Vired-overview
Marolix Technology Solutions,3.1,(188),IT Services & Consulting | Hyderabad / Secunderabad +4 other locations,1.1k,IT Services & Consulting | Hyderabad / Secunderabad +4 other locations,https://www.ambitionbox.com/overview/Marolix Technology Solutions-overview
Ammann Apollo,4.0,(190),Industrial Machinery | Ahmedabad +17 other locations,875,Industrial Machinery | Ahmedabad +17 other locations,https://www.ambitionbox.com/overview/Ammann Apollo-overview
Ga Digital Web Word,3.6,(193),IT Services & Consulting | New Delhi +41 other locations,941,IT Services & Consulting | New Delhi +41 other locations,https://www.ambitionbox.com/overview/Ga Digital Web Word-overview
Vidya Mandir Classes,3.9,(191),EdTech | New Delhi +37 other locations,830,EdTech | New Delhi +37 other locations,https://www.ambitionbox.com/overview/Vidya Mandir Classes-overview
Alghanim International,4.1,(191),Engineering & Construction | Kuwait City +12 other locations,585,Engineering & Construction | Kuwait City +12 other locations,https://www.ambitionbox.com/overview/Alghanim International-overview
Stellar Information Technology,3.8,(189),Software Product | Gurgaon / Gurugram +11 other locations,936,Software Product | Gurgaon / Gurugram +11 other locations,https://www.ambitionbox.com/overview/Stellar Information Technology-overview
Umedica Laboratories,3.5,(190),Pharma | Vapi +8 other locations,1.1k,Pharma | Vapi +8 other locations,https://www.ambitionbox.com/overview/Umedica Laboratories-overview
Brij Gopal Construction Company,3.9,(191),Engineering & Construction | New Delhi +30 other locations,719,Engineering & Construction | New Delhi +30 other locations,https://www.ambitionbox.com/overview/Brij Gopal Construction Company-overview
